address,company,employment_type,industry,job,requirements,responsibilities,salary,salary_type,seniority,title
"SGX CENTRE II, 4 SHENTON WAY 068807",APAR TECHNOLOGIES PTE. LTD.,Contract,Information Technology,Business Analyst - Core Java,"RequirementsMinimum 5 - 8 years of experience. Ø Candidate should have a background in Information Technology. Ø Good understanding of the Wealth Management business with its underlying business processes and workflows, especially Front Office functions related like CRM, Client onboarding Ø Good grasp on financial data models/structures & analytical ability. Ø Demonstrates understanding of business needs & complex business requirements. Ø Experience in Core Java, multi-thread programming and Object-Oriented methodologies Ø Strong experience in Spring Framework / Hibernate/Rest Service/RDBMS (Oracle). Ø Experience in working in Eclipse / Maven environments /RCM Tools (GIT/Selenium) Ø Demonstrate experience in using Junit for unit testing Ø Working Knowledge of Unix/Linux Ø Awareness of IT application governance guidelines and methodologies Ø Proven communication skills. Ø Ability to multi-task on different deliverables","Roles & ResponsibilitiesThis is a Techno-Functional Role. Candidate will work on a set of Financial/Banking applications end-to-end. Good grasp of Web and/or Database technologies is a pre-requisite. Exposure to Wealth Management product suite will be preferred. Responsibilities & Tasks: Ø Formulate and create Business/Functional specification documentation, in close working with Business, Application Owners and Solution Architects. Ø Support/test/coordinate on behalf of users, operations, and testing teams potentially including test plans, test cases, test-data and review of interface testing, between different applications, when required. Ø Implement software or web development projects using Agile methodologies Ø Participate in development efforts to resolve functional issues, and to help find solutions for various functional difficulty areas. Ø Accountable for the ongoing enhancement and maintenance of an application including management of scope. Ø Bachelor / Master Degree from an accredited college or university with a concentration in Computer Science or an IT- related diploma (or equivalent)","$6,000to$9,000",Monthly,Senior Executive,business analyst
,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,Contract,Banking and Finance,Business Analyst,Requirements Business Analyst with minimum 5 years of experience as a BA Basic Mantas Knowledge is a must Good Oracle SQL and PL/SQL experience Knowledge of Change Management process ,"Roles & Responsibilities To work on the critical deliverables for the firm.  The deliverables related to Data quality issues and monitoring issues to fix the gap arising in IMR, specific to Stage 2, Stage 3 and Stage 4 activities. Resource will be working on IMR which is business Mandatory item. ","$7,500to$8,000",Monthly,Professional,business analyst
"CENTENNIAL TOWER, 3 TEMASEK AVENUE 039190",SUMITOMO MITSUI BANKING CORPORATION SINGAPORE BRANCH,Permanent,Information Technology,IT Business Analyst AVP /  VP,"Requirements•Degree in Computer Science or Information Technology •Strong functional knowledge in Payments and Remittance Knowledge •Understanding of G3, Fast , Swift etc would be ideal •At least 5 years of working experience within Corporate Banking •Demonstrate track record of successful project execution and implementation •Lead and manage multi-branch project with minimum supervision with •Strong stakeholder management •Team player/contributor •Strong communication, presentation, analytical and problem solving skills •Able to negotiate and create win-win scenarios •Proactive personality and rise to challenges •Eager to learn and self-motivated","Roles & Responsibilities•Undertake a BA role to facilitate APAC Payment/ Remittance system project implementation/enhancement •Liaise with Head Office and ensure project delivery is on track •Ensure successful delivery of system implementation/enhancement •Report project status to stakeholder management regularly •Understand, collate and document user’s requirements •Translate business case into functional requirements •Review functional specification document from vendor •Develop sanity test scripts and training material •Perform sanity testing and conduct user training •Provide post-implementation support •Ensure successful delivery of system implementation/enhancement •Geographical coverage : APAC offices, Japan and North-East Asia offices","$5,500to$9,000",Monthly,Senior Executive,business analyst
1004 TOA PAYOH NORTH 318995,IZENO PRIVATE LIMITED,Permanent,"Consulting , Information Technology, Others, Professional Services",Senior Business Analyst,"Requirements Bachelor Degree in Business Studies/Business Analysis or equivalent Minimum 2 years of experience in Business Analysis in a software professional services organization Ability to cut through the ambiguity and identify the core issues Strong understanding of enterprise software and enterprise software implementation/projects Strong experience with business process definition and design Experience with Agile methodology and implementing cloud/SaaS software solutions Experience estimating work effort, manging projects, creating detailed project documents and end user training History of successful project completion for projects where you have worked on the requirements Familiar with project management and/or other tracking tools Attention to detail and ability to meet deadlines Excellent communicator (written and verbal) with the ability to facilitating and lead requirements sessions with business users, IT and senior management Goal-driven, self-starter, able to thrive in a fast-paced environment Project management cert. (e.g. PMP) desired but not essential Experience preferred in CRM, SugarCRM, Zendesk, Jira Service Desk, Hootsuite ","Roles & Responsibilities Collaboratively work with customers, project team members and partners in the definition of business requirements Lead CRM functional discussions and leverage your knowledge of CRM best practices Work with the project team to translate requirements into project deliverables Perform as the product owner during scrum meetings Work with customers to prioritize project requirements Work with customers and the project team to resolve issues ",,,Senior Executive,business analyst
"THE OCTAGON, 105 CECIL STREET 069534",TANGSPAC CONSULTING PTE LTD,Permanent,"Banking and Finance, Information Technology",Business Analyst - AML,"Requirements Must have 7 years plus working experience Must have relevant experience for banking industry at least 5 years  Should be able to work under pressure and tight deadlines assigned to the position as an individual contributor. Good analytical & problem solving skills Good attitude and interpersonal skills. Knowledge and experience in AML area Highly proficiency in MS Office (Excel, PowerPoint, Word), and good at documentation and data analysis Must have basic knowledge on Database applications (SQL, ER diagram, ETL etc.) ","Roles & Responsibilities Analyzing both quantitative and qualitative data by using SAS, MS Excel and SQL etc. Provide banking client information on the data analysis and fact finding Supporting sales activities using Microsoft PowerPoint, and visiting potential clients with manager in charge to build relationship. ","$7,000to$8,500",Monthly,Professional,business analyst
"SHAW CENTRE, 1 SCOTTS ROAD 228208",ADECCO PERSONNEL PTE LTD,"Contract, Full Time",Information Technology,Senior Business Analyst-RPA,"RequirementsThe Opportunity  Our Client is a reputable Global Corporate and Investment Bank Offers many opportunities across the organization for anyone interested in pursuing a fulfilling career that enables you to work with colleagues and customers worldwide Tailored training and support  The Talent           Minimum 4 years of experience in similar role Deep technical expertise and practical experience in business Analysis Very good knowledge of AML/KYC business/process Very good knowledge of IT environments, especially Robotics Process Automation  The Job  Redaction of Business Needs for Kiwis/Kiwis BI/NPR as well as for evolutions relating to RPA (Robotics Process Automation) Participation to various projects or phases of project, applying project management methodology (including Agile methodologies for RPA) Conception of metrics, reports and tools, especially with regards to the implementation of RPA Maintain & optimize existing reports / tools Follow-up of bugs identified in production Communicating effectively with various stakeholders across technology and the business  Next Step Prepare your resume in word document (please include your current salary package with full breakdown such as base, incentives, annual wage supplement etc.) and expected package with your notice period (Including leaves to offset) and email it to TechnicalStaffing@adecco.com All shortlisted candidates will be contacted   Banasree Mahanty Tel: +65 6697 7999 E mail: banasree.mahanty@adecco.com Registration No.: R1657021 Adecco Personnel Pte Ltd",Roles & Responsibilities.,"$5,000to$6,500",Monthly,Executive,business analyst
21 TAI SENG DRIVE 535223,LOVEBONITO SINGAPORE PTE. LTD.,Full Time,Others,Business Intelligence Analyst,"RequirementsYou should have    Good grasp of the Love, Bonito brand and unique proposition   A self starter with a strong work ethic and ‘get things done’ attitude   A genuine curiosity to know how things work and how to make them better   A knack for analyzing numbers and problem solving through data   A knack for storytelling and translating data into simple human language, to empower the broader organization to understand and leverage data   A high attention to detail   Strong project management skills   Good relationship management and ability to work with other functional teams     Qualifications & Experience   2 to 4 years experience in an Analytics role   Highly proficient in SQL, statistics and Excel   Programming experience in Python or R   Experienced in Google Analytics, or from an e-commerce background.   Experience of Tableau Desktop, Tableau Server, Metabase, AWS Redshift, will be advantageous.   Good communication and organization skills   You enjoy working data and all its faults, benefits and opportunities   A degree or higher in Computer Science, Statistics, Mathematics, Operations Research, Econometrics or related field  ","Roles & ResponsibilitiesThe role You’ll have front seat experience in impacting women across the globe through fashion and data. You’ll have the opportunity to work across both online and offline data points to come up with actionable insights and wins for us to improve our omnichannel experience. Reporting directly to our Head of Business Intelligence, you will play a pivotal role in championing a data-driven approach in our decision-making.   Main responsibilities   Understand how teams function, business KPIs and the levers interact within the organization so as to develop alongside business leads, the right metrics and supporting reports to value-add to the broader organization   Build reports based on various data sources such as online sales data, website traffic, retail POS, customer segments etc., performing data validation and simple ETL when necessary   Build relevant and engaging visualizations to provide clear visibility and quick and useful insights into the health of the business - across the organization (group and country level) and functions   Ensure high degree of automation when it comes to regularly-tracked reports and dashboards on Tableau   Ability to deep dive to analyze data to interpret patterns, highlight challenges and areas of weaknesses, and suggest actionable solutions and improvements to the business   Ability to slice and dice information and present findings and actionables in a succinct and easy-to-understand way to organization   Support business teams with the required deep dive analysis    ","$3,000to$6,000",Monthly,Senior Executive,business analyst
"SGX CENTRE II, 4 SHENTON WAY 068807",APAR TECHNOLOGIES PTE. LTD.,Contract,Information Technology,Business System Analyst,"Requirements Typically 2-4 years IT experience, preferably Java. Familiar with Software Development Life Cycle (SDLC) Ability to produce specifications for documentations and implementations Experience in IT business analysis techniques Degree Holder Self-motivated with a positive “can-do” attitude, creative with excellent presentation, communication, negotiation and interpersonal skills including strong persuasive techniques. Ability to lead, develop and maintain respectful and trusting relationship    Deepmangath Reg No – R111358                                     EA License No: 11C4879                    Apar Technologies Pte Ltd Singapore      ","Roles & ResponsibilitiesThe Business System Analyst is responsible to gather, analyse and formalise user’s business requirements and processes, evaluate on feasibility of implementation and manage scope of project. •             Gather, analyse and formalise user’s business requirements and processes, evaluate on feasibility of implementation and manage scope of project. •             Prepare project documentation such as Requirement Specifications/Use Case Specifications etc Adhere to project scope, update requirement traceability matrix, inform and record out-of-scope issues. •             Develop technical design specification and translate technical design into process/program specification. Involve in the design review session. •             Make changes to configurable items, which include hardware, software, documentation, etc. •             Participate in Coding and Code Review. •             Assist in the integration testing, system testing, User Acceptance Test & implementation activities.  •             Prepare user manual and operations manual, and plan & facilitate training of users and operators. •             Provide post implementation support (including production support and service requests). •             Escalate and discuss critical issues such as scope creep with the relevant managers. •             Conduct requirement gathering sessions. Conduct gap analysis of current business process to identify improvement opportunities.","$4,000to$6,000",Monthly,Executive,business analyst
,FLEXTRONICS MANUFACTURING (SINGAPORE) PTE. LTD.,"Permanent, Full Time",Information Technology,Business System Analyst,Requirements Diploma or Degree in Computer Science/Information Technology or equivalent. Able to covers after office hour and weekend support if there is any infra issues Minimum of 4 years related working experience Position is based in Kallang ,"Roles & Responsibilities to meet SLA on all site servers and IT equipment's switches and Cisco phones. Network design and implementation for new projects VoIP setup and maintenance Software Licensing control Purchasing of IT equipment's Support PC, servers, network and Infrastructure for Flex Medical and Global teams Maintain IT equipment listing MES support Support customer network/LAN/WAN and server Support the above including non-office hour and weekend at standby mode if there is urgent issue. ","$3,000to$3,900",Monthly,Executive,business analyst
158 CECIL STREET 069545,AIRBNB SINGAPORE PRIVATE LIMITED,Full Time,Risk Management,"Data Analyst, Trust and Safety","RequirementsRole Requirements:  1-2 years of relevant experience in a fast-paced, collaborative environment, supporting an operation team in a business analyst capacity either internally or as consultant. Strong work ethic and interpersonal skills - always displaying professionalism, courtesy and a sense of humour, even when under pressure Strong understanding of SQL, Excel and data visualization Outstanding pro-active / multi-tasking abilities Adaptable - ability to work on a problem without a specific software, tool agnostic. Acute attention to detail and follow through, high-level of organization Proven track record of effective project management (start to finish) demonstrated through prior experience Effective communicator, both orally and in writing Exhibit strong process-oriented skills and strive to find the most efficient way to do things without sacrificing a high quality of work and/or results Ability to exercise judgment and maintain confidentiality Passion for trying, learning, improving, and sharing best practices Flexible, with the ability to remain poised under pressure  Benefits:  Employee travel coupon Paid time off Health Insurance Life Insurance Pension Plan Food program Maternity and Paternity leave Competitive Salary And more.... ","Roles & ResponsibilitiesFounded in 2008, Airbnb is a global travel community that offers magical end-to-end trips, including where you stay, what you do and the people you meet. Airbnb uniquely leverages technology to economically empower millions of people around the world to unlock and monetize their spaces, passions and talents to become hospitality entrepreneurs. Airbnb’s accommodation marketplace offers access to millions of places to stay in more than 191 countries, from apartments and villas to castles, treehouses and B&Bs. With Experiences, people can see a different side to a destination through unique, handcrafted activities run by locals.All of this is brought together in one easy-to-use and beautifully designed website and app. No global movement springs from individuals. It takes an entire team united behind something big. On the Trust and Safety team at Airbnb, we’re proud to be at the forefront of the sharing economy. We recognize that we are the leaders of a new, worldwide phenomenon, and it’s why we’ve worked so hard to build the trust at its foundation. With 100 million lifetime guests, and 3 million listings in over 190 countries, trust is what makes it work. Together, we work hard, we laugh a lot, and we are passionate about working to create the most trusted community in the world. We are looking for a Business Analyst to support the Risk operations team with strategic operations analysis, identify performance trends, scan business/industry trends, review financial analyses and interpret data. To succeed in this role, one must have a passion for driving business decisions. Duties and Responsibilities:  Use strategic thinking to see the big picture, determine the problem and understand fundamental parts of the problem Synthesize findings from analysis and make verbal/written recommendations to upper management Prepare and deliver insights and recommendations based on analyses Visualization of data to answer business challenges, in accordance with the Operations Functional Managers needs Working alongside and partner closely with T&S Leadership on ​tasks and projects as needed Evaluate Partner sites performance and make recommendations accordingly Building effective relationships with other teams within Airbnb as necessary ","$5,333to$10,000",Monthly,Senior Executive,business analyst
31 CANTONMENT ROAD 089747,ON DEMAND AGILITY SOLUTIONS PTE. LTD.,Full Time,Information Technology,C#.net Developer,"Requirements Requirements  Work Experience: •    6-8 years of experience in working with Microsoft Technologies. •    3+ years of experience in C# and ASP.Net / Windows (Winforms / WPF) development. •    3+ years of experience in SSIS and SSRS development. •     Required Skills: •    Functional: Basic functional knowledge in Credit/Market Risk Management applications •    Technical: C#, SSIS, SSRS, WCF, Multi Tiered Architecture, OOP Principles and Design Patterns. •    General: o    Strong organizational and communication skills o    Strong analytical and problem solving skills o    Awareness of various software development procedures o    Ability to follow defined procedures  Optional: •    Usage of MS Office, MS Sharepoint",Roles & Responsibilities Responsibilities o    Deliver fully tested source code complying with quality indicators objectives o    Address technical aspects with architect and functional aspects with business analyst. o    Liaise with business analysts for clarification and understanding of requirements. o    Analyze technical constraints considering functional impacts with technical lead’s help o    Organize and keep up to date detailed technical documentation o    Provide detailed estimation for development of solutions o    Develop tests strategy in coordination with project manager / Business Analysts o    Implement solutions using TDD o    Follow the user acceptance test and coordinate the prioritization with project manager o    Support applications in production - analyze and resolve issues as they arise o    Perform design and code review for other team members o    Mentor junior team members   ,"$5,800to$6,800",Monthly,Executive,business analyst
"SGX CENTRE II, 4 SHENTON WAY 068807",APAR TECHNOLOGIES PTE. LTD.,Contract,Information Technology,BA Salesforce Cloud,"Requirements Works closely with PM to manage project scope and report on progress. Demonstrates understanding of business needs & complex business requirements. Formulate and create Business/Functional specification documentation, in close working with Business, Application Owners and Solution Architects. Implement software or web development projects using Agile methodologies. Experience in Salesforce (Financial Services Cloud) implementation Good grasp of Web and/or Database technologies is a pre-requisite. 5 – 7 years of relevant work experience is required.  Deepmangath Reg No – R111358                                     EA License No: 11C4879                    Apar Technologies Pte Ltd Singapore      ",Roles & ResponsibilitiesWe have an opportunity for BA with good experience in Salesforce Cloud services. Please find job description as below.,"$5,500to$8,250",Monthly,Senior Executive,business analyst
"BS BENDEMEER CENTRE, 20 BENDEMEER ROAD 339914",Company Undisclosed,"Permanent, Full Time",Others,Business Analyst,"RequirementsProfessional expectations   Think critically and be excellent at problem solving   To be entrepreneurial and able to be flexible, agile and thrive in chaos     REQUIREMENTS FOR THE JOB: -   Excellent mathematical abilities   Good written and verbal communication skills   Attention to detail   MS Excel    Programming skills – Java, Python, C   Excellent in problem solving and critical thinking   Ability to be flexible, agile and thrive and chaos  ","Roles & ResponsibilitiesABOUT ZILINGO: Zilingo is a fast-growing fashion and lifestyle platform headquartered in Singapore. Our businesses include B2C & B2B Marketplace, Private Label as a Service, E-POS & Inventory Management, Trend Forecasting and Fintech. With offices in Thailand, Indonesia, Philippines, Hong Kong and India, our goal is to connect merchants across South East Asia with the rest of the world. SHORT JOB DESCRIPTION: Zilingo requires a Business Analyst for the Strategy Office to assist the management in developing strategic and operational changes that directly affect our growth. The role involves analysing and preparing company reports and eventually communicating insights to the management. You will work closely with all our operating geographies to meet targets. KEY RESPONSIBILITIES: - Functionalities   Setting up periodic Reports for the company to review monthly performance   Analysing current and past company data   Preparing reports on the above information and communicating insights of these reports to the wider business   Consulting with the management team to develop long-term commercial plans   Exploring different investment opportunities   Developing strategic and operational changes that may improve growth  ",,,Executive,business analyst
,Company Undisclosed,Permanent,Banking and Finance,Corporate Banking ITO Business Process Analyst,"RequirementsTechnical and Behavioral Competencies required  Lateral thinker with strong analytical and project management skills Trained in Lean/Six Sigma methodologies is an advantage Proficient in MS applications (Word, Excel, PowerPoint, & Visio) Strong written and verbal communication skills in English Strong organization skills with a rigorous mindset Good interpersonal skills Team player Autonomous    Experience and Qualifications required  Tertiary Education; 5-7 years experience Background on Bank Industry (ideally including Corporate Banking) Experienced in: 	 Project scope design & execution Project governance Stakeholder management Banking experience will be an added advantage 		 Knowledge of Corporate Banking products and processes   Understanding of Operational Risk     ","Roles & ResponsibilitiesPosition Purpose A Business Process Analyst within the team of Corporate Banking ITO APAC – Projects & Change supports change the bank initiatives through business process improvements and organizational transformations.   Initiatives are supported through 3 pillars:  Design and Implement Adapt and Improve Monitor and Report    Responsibilities Direct Responsibilities  Design and Implement   Define and implement efficient regional Target Operating Model (TOM) Design, review and/or re-engineer operational processes     Adapt and Improve    Ensure consistency of operational efficiency initiatives with the region’s TOM and processes in partnership with stakeholders Responsible for process related analysis of system projects and validate consistency to the impacted TOM Propose IT evolutions/automations when relevant to improving operational efficiency Define high level requirements for operational process oriented tools (i.e. workflows) Support continuous improvement initiatives on end to end operations     Monitor and Report   Support monitoring and reporting on Operations activity    Contributing Responsibilities  Design and Implement   Support review/validation of Operations SLAs     Adapt and Improve    Contribute to transversal projects impacting the Operations Analyze impacts of regulatory or industry changes on operations     Monitor and Report   Contribute to committees or communication initiatives of the Operations Lines   Contribute to the Permanent Control Framework       ","$6,500to$11,000",Monthly,"Professional, Executive, Senior Executive",business analyst
,Company Undisclosed,Full Time,"Banking and Finance, Information Technology",Financial Engineer,"Requirements 2-5 years of working experience as a financial engineer, desk quant, strategist, structure or model validation quant in major banks, hedge funds, insurance, asset management, consulting firms or analytics firms. MSc or PhD (preferred) in Mathematics, Financial Engineering, Finance, Econometrics, Statistics, Computer Science, Physics, Actuarial Science or related field. Professional certifications a plus. Good knowledge and/or hands-on working experiences in derivative pricing models and instruments across interest rate, cross-currency, credit, inflation, equity, foreign exchange, commodity, insurance, and hybrid products. Good knowledge and/or hands-on working experiences in counterparty credit risk (such as AMC, CVA, DVA, BCVA, FVA, PFE, EPE, EEPE, incremental CVA, collateral, netting, CSA, CVA VaR, PD, EAD, credit models, Basel III, Economic Capital, CCAR …) and/or market risk (such as VaR methodologies (parametric, historical, and Monte Carlo), incremental VaR, marginal VaR, stressed VaR, backtesting, Basel II, scenario generation, PCA, Volatility forecasting…). Strong Derivatives pricing knowledge. Cross-asset or Economic Scenario Generation (real world and risk neutral) experience is a plus. Strong mathematical skills including stochastic calculus, numerical methods (Tree, PDE), Monte Carlo simulation, probability and statistics, linear algebra, time series analysis, or actuarial analysis; and financial modeling, or quantitative/engineering related research. Good hands-on experience with Excel and VBA, C++, C#, Java programming languages. Self-motivated and quick-learning professional able to address complex technical challenges, and produce high quality solutions in an efficient and timely manner. ","Roles & ResponsibilitiesFinancial Engineer will Work with the team on various key projects ranging from structuring, valuation, quantitative advisory services, counterparty risk, market risk, ESG, etc. Primary Responsibilities:  Structure real-world examples of trades and perform valuation and/or risk analytics tasks using Numerix CrossAsset library and other Numerix Products and tools. Work with the team on various key projects ranging from structuring, valuation, quantitative advisory services, counterparty risk, market risk, ESG, etc.. Write Requirements Definition (RD) and Product Specifications for Analytics and Risk across multiple asset classes such as IR/CC/INF/CR/EQ/FX/CMDT/HYBRID. Work as liaison between Customers and Internal Numerix teams (Sales, Business Analyst, PDM, Quantitative Research, Quantitative Development, Implementation, Support, Training, Documentation, QA…). Design and perform FE testing on models (calibration and pricing) and risks across multiple asset classes on various Numerix Products. Provide consulting and professional services for clients using Numerix products for integrated/independent pricing and risk analytics system. ","$5,000to$8,000",Monthly,Professional,business analyst
120 ROBINSON ROAD 068913,ADDSTONES SAS,Permanent,Banking and Finance,IT Finance Business Analyst,"RequirementsWork experience: - 6+ years as a Business Analyst with experience in Corporate banking - 3+ years as a Business Analyst with assignement related to IFRS9 or Basel 3 implementation - Technical experience or background to be comfortable with data models and SQL - Thorough experience in testing and validation of development Ability to easily communicate with multi-cultural team members Functional IFRS9, Liquidity risk, Interest Rate Risk, Basel III Technical SQL, data warehouse, Business Intelligence   Nice to have Usage of MS Office, MS Sharepoint, MS Project, MS Visio Understanding of UML Ability to translate French documentation into English Other Professional Skills and Mind-set Ability to work in an Agile delivery environment General banking and finance understanding and knowledge Strong technical skills in tests methodology Strong organizational and communication skills Strong ability to analyze and summarize Self-sufficient and pro-active in sourcing information Strong sense of confidentiality","Roles & ResponsibilitiesGFI is an international IT services company, currently employing about 15,000 people Worldwide. GFI provides its clients with innovative, long-lasting industrial solutions to leverage performance from their information systems. We design and runs industrial platforms tailored to the economic and human considerations of its clients. • Management Consulting | Digital Transformation | Innovation • Operating over 20 countries, • 2017 revenue of over 1,2 billion USD, • 48 years of existence. In order to support our forthcoming businesses and technological challenges, we seek innovative and agile people sharing our mind set. General presentation of the position: As IT Business Analyst, you are in charge of handling IT functional activities in maintenance and project context. Main responsibilities Your assignments consist in understanding business change needs, assessing the business impacts of those changes, capturing, analyzing and documenting requirements and supporting the communication and delivery of requirements with relevant stakeholders. These missions need to be accomplished within the ALM projects context, using team methodologies and respecting its stakes. Duties: - Business analyst for ALM development team in Singapore. - Design and review requirements in the solutions - Test implemented solution in integration environment - Analyse and acknowledge defects and requests coming from users - Interact actively with the Business Analysts and/or Project Manager on onshore side to scrutinize all parts of the requirements looking for impacts and open points -Diagnose and resolve application functional problematics, using technical skills such as SQL for investigation - Mentor junior and intermediate team members  ","$5,000to$7,000",Monthly,Manager,business analyst
,HEARTI LAB PTE. LTD.,Permanent,"Consulting , Risk Management, Banking and Finance, Professional Services",Business Analyst,"Requirements Degree in finance, financial engineering, economics or information technology 3 – 5 years of experience of working in a software implementation role in Indonesia market gained in a bank or consulting firm or software company Knowledge of Basel III, Liquidity Risk and Balance Sheet Management Able to work independently with a strong attention to detail Knowledge of relational databases and SQL Capability in drafting data policies and documentation Excellent oral and written communication skills in both English and Bahasa Indonesia Knowledge of Moody's suite of liquidity and balance sheet management solutions (RiskAuthority and RiskConfidence) , or similar software, will be viewed favourably ","Roles & ResponsibilitiesFinRisk builds and implements software to help banks and other financial institutions with their enterprise risk management requirements and regulatory compliance needs. We are looking to add a Business Analyst (Risk Management and Regulatory Reporting) to our team, to support ongoing software implementation and development projects for Banking & Insurance clients in Jakarta. The Business Analyst will support a range of projects, starting with a regulatory liquidity risk reporting project based in Jakarta. The Business Analyst will support the Project Manager in driving the streams and work closely with Subject Matter Experts to review and analyse the requirements, data requirements for aggregation & reporting and work towards implementing the requirements.   Assist clients with all stages of a project lifecycle:   Proof of concept Gap analysis and data mapping Product installation and configuration Development of custom functionality Testing User and technical training Develop documentation deliverables for solution and functional specifications   Be the first point of contact throughout the Project Work with project managers to build and maintain a project plan and issues list. Provide regular and timely updates to the Project Manager and Senior Management Work with technology teams to ensure deliverables, covering relevant testing for implementation Ensure comprehensive Regression Testing and SIT Guidance of users during UAT and understanding defects that may arise during UAT ","$5,000to$8,000",Monthly,Executive,business analyst
"THE OCTAGON, 105 CECIL STREET 069534",TANGSPAC CONSULTING PTE LTD,"Contract, Full Time",Banking and Finance,Business Analyst,"RequirementsKey Requirements •             around 10 years working experience, with at least 8 years in business analysis and projects/changes implementation experience in the financial industry, direct exposure treasury business is preferred. •             Strong technical development background and experience with full project life cycle. •             Excellent communication and inter-personal skills •             Preference given to candidates with capital markets and vendor-based software delivery experiences    ","Roles & ResponsibilitiesJob Objectives •             Analyses business (front to back office) requirements and formulate functional and technical design documents. •             Co-ordinate with vendor on specifications, delivery testing, and implementation •             Wok with technical team through development life cycle •             Prepare and track the outstanding issue list and communicate to key stakeholders •             To plan UAT activities include creation of UAT pack, walkthrough with business •             Work with business and technical team to get relevant signoffs Key Responsibilities •             Project status tracking and report to senior management and stakeholders •             Manage end to end testing for users with vendor to internal Banking  systems. •             Work with internal Change Control Management for deployment of changes. •             Manage communication and tasks with internal infrastructure and security teams during implementations.  ","$8,500to$10,000",Monthly,"Professional, Senior Executive",business analyst
"FAR EAST FINANCE BUILDING, 14 ROBINSON ROAD 048545",AXIOMSL PTE. LTD.,Full Time,"Banking and Finance, Information Technology",Business Analyst - Regulatory Reporting Product Development Singapore,"RequirementsØ  Experience in APAC countries regulatory reporting preparation and analysis – Financial Regulatory reporting, Liquidity / Capital reporting   Ø  Accounting, Finance & Banking, or IT Bachelor’s Degree required   Ø  Strong knowledge of financial instruments and products from a banking and accounting perspective   Ø  Experience in preparation of functional specifications   Ø  Excellent communication skills   Ø  Fluency in any major Asian language advantageous","Roles & ResponsibilitiesJob Description:      Ø  Provide SME expertise in requirements gathering and business analysis in regulatory reporting area   Ø  Translate business requirements into Functional Specifications, ensuring that developers and testers have a precise understanding of what is to be built and delivered   Ø  Ensure that all deliveries are fit for purpose, addressing business requirements in a timely, accurate and complete manner, with minimal defects or technical debt.   Ø  The BA contributes to test strategy, test plans, expected results (including reference models) and test coordination, as well as participating in the actual testing and diagnosing any defects that arise","$5,000to$10,000",Monthly,Executive,business analyst
120 ROBINSON ROAD 068913,ADDSTONES SAS,Permanent,Consulting ,Business Analyst,"RequirementsProactively communicate and collaborate with external and internal third-parties to analyze information needs and functional requirements and deliver the following artifacts as needed: (Functional requirements (Business Requirements Document), iii. Use Cases, GUI, Screen and Interface designs) - Define requirements using interviews, document analysis, requirements workshops, surveys, site visits, business process descriptions, use cases, scenarios, business analysis, tasks and workflow analysis. - Drive and challenge business units on their assumptions of how they will successfully execute their plans - Strong analytical and product management skills required, including a thorough understanding of how to interpret customer business needs and translate them into application and operational requirements. - Excellent verbal and written communication skills and the ability to interact professionally with a diverse group, managers, and subject matter experts. - Serves as the conduit between the customer community and the technology teams through which requirements flow. - Develop requirements specifications according to standard templates & methodology - Collaborate with developers and subject matter experts to establish the technical vision and analyze tradeoffs between usability and performance needs. - Be the liaison between the business units, technology teams and support teams.","Roles & ResponsibilitiesGFI is an international IT services company, currently employing about 15,000 people Worldwide. GFI provides its clients with innovative, long-lasting industrial solutions to leverage performance from their information systems. We design and runs industrial platforms tailored to the economic and human considerations of its clients. • Management Consulting | Digital Transformation | Innovation • Operating over 20 countries, • 2017 revenue of over 1,2 billion USD, • 48 years of existence. In order to support our forthcoming businesses and technological challenges, we seek innovative and agile people sharing our mind set. We are now looking for a Business Analyst Triple A and Advisory to join our Singaporean team. General presentation of the position: Under the responsibility of the Products & Services Domain Manager, the AAA/Advisory Business Analyst (AAA/Adv BA) will assist and work with the AAA/Advisory Projects stakeholders on the entire projects, related to AAA and Advisory. The 2 main missions of the AAA/Adv BA will be to coordinate the implementation and bring added value to the existing functional setup by analyzing potential changes to existing process as well as analyzing new products to be added to the program. Jointly with the IT teams, the AAA/Adv BA will also have to guarantee that each new setup is compatible with the existing WMIS standards in term of parameterization, in order to mutualize as much as possible the target solution. A detailed gap analysis will have to be performed on each site in order to minimize specific local solution in favor of AAA/Advisory and our Global Asset solution. The AAA/Adv BA will interact with IT teams located in Singapore, Geneva while complying with norms and Standards. He or She will assist the AAA/Adv Project Manager on all standard project management tasks such as: - Risks, attention points and issues follow-up - Requirements and general functional specifications - Coordinate all teams (BA and IT) working on the same projects - Ensure and anticipate the Change Management related to these new integration projects - Coordinate, supervise and perform Users Acceptance Tests (UAT)","$5,000to$10,000",Monthly,Manager,business analyst
