address,company,employment_type,industry,job,requirements,responsibilities,salary,salary_type,seniority,title
,,,,,,,,,,analytics
"HOI HUP BUILDING, 16 JALAN KILANG 159416",R SYSTEMS (SINGAPORE) PTE LIMITED,Full Time,Information Technology,Datawarehouse Consultant,"Requirements Good experience in HADOOP IS REQUIRED Working knowledge of data visualization: ie. Tableau, QlikView Knowledge of Big data and Hadoop Working knowledge of Microsoft SQL Server and/or Oracle databases is preferred SSIS/SSRS required ","Roles & Responsibilities Experience working with business users to concept, generate and deliver data management solutions, dashboards and reporting . Working knowledge of BI (business intelligence) or analytics tools required ","$6,000to$7,000",Monthly,Executive,analytics
622 LORONG 1 TOA PAYOH 319763,PHILIPS ELECTRONICS SINGAPORE PTE LTD,Permanent,Marketing / Public Relations ,"Field Marketing Manager, Ultrasound, ASEAN Pacific","RequirementsWe are looking for  Min 7 years of progressive career in marketing, sales, product development, or related field. Experience in high-tech, healthcare/med-tech solutions businesses. Competitive and entrepreneurial mind-set to drive sales growth in new and existing markets - ability to identify local opportunities, interact with decision makers and provide highest-quality leads as a result. Positive outlook and ability to turn around unsuccessful lead qualification and maintain high motivation in sales force organization. Proven communication skills and ability to influence colleagues and customers. Collaborative mindset to work with cross-functional and analytics resources to develop solution-oriented sales development programs. Ability to collect and synthesize local market trends and competitive intelligence into actionable input for the BIU/BG marketing teams. ","Roles & ResponsibilitiesKey Summary The Field Marketing Manager (FMM), Radiology ensures that each individual market can fully exploit the sales and profit potential of the Business Innovation Units’ (BIU) products/solutions. The primary responsibility of the FMM is to understand and anticipate customers’ needs and strategically position products/solutions to generate leads for the field. He/she enables the BIUs to act on market specific customer insights and competitor strategies as inputs into product/solutions’ roadmap. Key Responsibilities  Collaborate across markets and BGs to leverage market solutions. Identify cross-sell, up-sell, and service sales in existing installed base. Identify new customer leads, based on customer scan, competitive intelligence, and understanding of market needs. Influence local regulatory bodies to issue standards or build healthcare infrastructure. Manage and drive campaigns in respective geographies to promote products and solutions. Gather local market and customer insights, and feed information back to BIU/BG Marketing. Understand BIU marketing customer segmentation and value proposition, provide feedback on how to tailor to meet specific market needs. Identify and synthesize local market trends, based on customer and stakeholder interactions; share synthesis with BIU/BG Marketing. Carry out launch/introduction of new products, solutions and enhancements developed by the BG to the local market. Define and implement launch strategy for local market including any required localization of positioning, messaging to priority target segments, new segment development initiatives. Identify, and manage relationships with local stakeholders. Identify and manage luminary/reference accounts, in collaboration with BIU marketing and sales. Help identify and manage relationships with local KOLs, societies, alliances, sponsors, advisory boards. Drive BMC business planning, in coordination with finance. Drive the setting and adjusting of local prices to maximize value capture. Provide local market intelligence to set price corridors and guidance for local discounting. Conduct price realization analytics and pro-actively report/escalate issues in value capture. ","$8,000to$9,000",Monthly,Manager,analytics
"THE MEZZO, 205 BALESTIER ROAD 329682",KLARE SERVICES SINGAPORE PTE. LTD.,Full Time,Information Technology,Senior SAP BW / BOBJ Consultant,"RequirementsMinimum 15+ years in SAP BW with at least 2 implementations in S4HANA Must have experience in data modelling using CDS and embedded BW  Must have experience in front end reporting using   BOBJ tools Web Intelligence, Analysis for Office, Analytics Cloud Experience in developing dashboards using Lumira Designer  ","Roles & Responsibilities Review Functional Specs and assess feasibility of requirements End to end data modelling development using CDS and embedded BW   Front end Reporting build using BOBJ tools Web Intelligence, Analysis For Office, Lumira Designer & Analytics Cloud ","$25,000to$30,000",Monthly,Executive,analytics
"THE MEZZO, 205 BALESTIER ROAD 329682",KLARE SERVICES SINGAPORE PTE. LTD.,Full Time,Information Technology,Senior SAP BW / BOBJ Consultant,"RequirementsMinimum 10 – 15 years in SAP BW with at least 2 implementations in S4HANA Must have experience in data modelling using CDS and embedded BW  Must have experience in front end reporting using   BOBJ tools Web Intelligence, Analysis for Office, Analytics Cloud Experience in developing dashboards using Lumira Designer  ","Roles & Responsibilities Review Functional Specs and assess feasibility of requirements End to end data modelling development using CDS and embedded BW   Front end Reporting build using BOBJ tools Web Intelligence, Analysis For Office, Lumira Designer & Analytics Cloud ","$15,000to$24,000",Monthly,Executive,analytics
"THE MEZZO, 205 BALESTIER ROAD 329682",KLARE SERVICES SINGAPORE PTE. LTD.,Full Time,Information Technology,SAP BW / BOBJ Consultant,"RequirementsMinimum 8 – 12  years in SAP BW  with at least  2  implementations in S4HANA ·         Must have experience in  data modelling using CDS and embedded BW   ·         Must  have experience  in front end reporting using   BOBJ tools Web Intelligence, Analysis For Office, Analytics Cloud ·         Experience  in developing dashboards using  Lumira Designer   ","Roles & Responsibilities Review Functional Specs and assess feasibility of requirements End to end data modelling development using CDS and embedded BW   Front end Reporting build using BOBJ tools Web Intelligence, Analysis For Office, Lumira Designer & Analytics Cloud ","$8,000to$14,000",Monthly,Executive,analytics
"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",GOOGLE ASIA PACIFIC PTE. LTD.,Full Time,Sales / Retail ,"Head of Business Development, Google Cloud (Apigee) - Singapore","RequirementsMinimum qualifications: - BA/BS degree or equivalent practical experience. - Experience working in business development related to software as a service, middleware, mobile applications or similar technology solutions. - 15 years of direct sales leadership, business development and/or channel sales experience with established customer connections in Asia Pacific. Preferred qualifications: - Proficiency in all aspects of the sales cycle, including qualifying accounts. - Demonstrated record of exceeding strategic targets and delivering results. - Ability to quickly understand products and effectively identify how it can provide value to a prospective customer. - Ability to effectively operate within a dynamic and fast-growing company, with the ability to adapt to change. - Demonstrated relationship building skills that extend to internal team members in pre and post-sales.","Roles & ResponsibilitiesCompany overview: Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards. Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit www.google.com/careers. The area: Google Cloud Google Cloud helps millions of employees and organizations empower their employees, serve their customers, and build what’s next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. And our teams are dedicated to helping our customers — developers, small and large businesses, educational institutions and government agencies — see the benefits of our technology come to life. The role: Head of Business Development, Google Cloud (Apigee) - Singapore Apigee Edge is an advanced API platform that enables enterprises to create, manage, secure and scale APIs. Using Apigee, enterprises can design and deploy API proxies in public and private clouds, secure data in transit with OAuth 2.0, SAML and two-way TLS, protect against traffic spikes by adding dynamic routing, caching and rate-limiting policies to APIs, and measure the success of both API operations and API business with end-to-end analytics. As part of an entrepreneurial team in this rapidly growing business, you will help businesses of all sizes leverage technology to connect with customers, employees and partners. Additional Role Description: As the Head of Business Development for Apigee in APAC, you will define the strategy for growth across the region, build out a cross-functional team, build key relationships with C-level executives and showcase Google’s innovation and technology solutions to our potential customers.   You'll work closely with Google Cloud sales leaders and be a collaborative thought partner to ensure productive sales engagement across the region. You will also partner with other functional teams across Product, Legal, Compliance, Operations and Enablement to remove barriers and ensure flawless execution and success of the customer engagement.   Your goal will be to build and lead a team to identify the highest potential customers for Google Cloud- Apigee; attract, negotiate to generate opportunities and grow the business. Responsibilities: - Establish and develop strategic C-level relationships and develop a Go-to-Market strategy to optimize Google technologies and products to help our customers transform their business through Apigee and Google Cloud Platform (GCP) technologies. - Manage and optimize pipeline and other opportunities through innovative solutions that leverage the GCP stack and maximize potential from these strategic customers - Work with customers in developing unique solutions that leverage their unique IT footprint to drive desired customer outcomes. - Define measures of success with each customer and use data to analyze success; predict and manage evolution of our customer relationships and build and foster relationships with executives. - Work collaboratively with the rest of Google Cloud and other Google teams in delivering long-term value through these customer partnerships Define, review and agree to a clear set of priorities, joint initiatives and roadmap with our customers.","$14,660to$29,320",Monthly,Senior Executive,analytics
"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",GOOGLE ASIA PACIFIC PTE. LTD.,Full Time,Others,"Vendor Operations Lead, Prospect Management - Singapore","RequirementsMinimum Qualifications:    BA/BS degree in Business or related field, or equivalent practical experience.   2 years of experience working in marketing, service operations or related field.   Experience in team management.   Experience in project management or operations.   Preferred Qualifications:   Experience in operations, contract discussions and business reviews.   Experience in designing and implementing scalable incentive models to drive performance and project management.   Highly analytical, with a track record of solving complex challenges and the ability to translate analysis and insights into actionable business plans.   Demonstrated stakeholder management, coaching, mentoring and leadership abilities.   Experience with Salesforce or other forms of Customer Relationship Management (CRM) software.   Experience in scaled project management with substantial cross-functional interaction and a demonstrated ability to work successfully in a global environment.    ","Roles & ResponsibilitiesArea:  The SMB Marketing and Analytics team is looking for a Vendor Operations Lead to manage our outsourced Prospect Management operations to support pre-sales and sales activities around the globe. You will be responsible for managing the overall performance of our vendors, and continuing our effective relationships with the country management and marketing teams. You will focus on the development strategy and execution in the SMB space, supporting sales and marketing in acquiring new customers for Google products such as Ads and Google My Business. Role:  As a Vendor Operations Lead, you’ll deliver on requested lead targets while continuously improving quality and operational efficiency. Your work will influence Google’s strategy for acquiring new customers. You will also work as part of a highly engaged team and bring your creativity to grow and transform the business. Responsibilities:   Help optimize new customer opportunities. Meet and exceed lead delivery goals by coaching and developing the Vendor Management team towards being a self-managed organization.   Analyse team performance and work with internal stakeholders to invest in required changes to improve overall team productivity and work quality. Act as a liaison between our vendor and regional/global B2B Sales and Marketing teams to bring in their perspective when designing and implementing global pre-sales and sales management approach.   Manage, monitor and grow our service operations and centers of excellence.   Closely interact with regional/local Marketing and Sales teams to collaborate with Prospect Management counterparts across the globe to create and implement globally scalable prospect management solutions.   Design, implement and monitor operational processes, tools and framework.    ","$7,250to$8,400",Monthly,Executive,analytics
,AMARIS.AI PTE. LTD.,Full Time,Information Technology,SENIOR AI DATA SCIENTIST (GENERALIST),"Requirements  Implement state-of-the-art deep learning and machine learning models    Conduct original research on our large repository of data, both proprietary and open-source   Write production-level code linking new and existing data pipelines with scripts for feature engineering, machine learning predictive models and visualization   Write tests to check for integrity of our data, models and predictions  ","Roles & ResponsibilitiesThe Data Scientist should have a Master or PhD degree in Computer Science, Statistics, Deep Learning or Machine Learning and a strong background in statistical methods such as Bayesian statistics, time series forecasting, and feature engineering. Candidates with an undergraduate degree and a demonstrable track record in these domains are encouraged to apply.  ​ If you have a passion for building state-of-the-art deep learning and machine learning models, this is your opportunity. RESPONSIBILITIES   Implement state-of-the-art deep learning and machine learning models    Conduct original research on our large repository of data, both proprietary and open-source   Write production-level code linking new and existing data pipelines with scripts for feature engineering, machine learning predictive models and visualization   Write tests to check for integrity of our data, models and predictions   TECHNICAL SKILLS   Comfortable with core machine learning algorithms implementation and theory   Advanced in scripting languages (Python, R and UNIX Shell), Git project management, deep learning frameworks (PyTorch /Keras / TensorFlow..), and programming skills (Java or C++)   Can communicate clearly and cogently on concepts, processes and algorithms used   Ability to work in time-sensitive environments and to approach problems from different angles   Deep learning experience   DIFFERENTIATING FACTORS   A vibrant Github account with open-source repositories useful to the community   Experience at a corporate data science team, financial/investment analytics entity, or hedge fund    Work with alternative data (e.g. news, social feeds, etc.)   A top ranking in online AI competition platforms such as Kaggle  ","$9,000to$14,000",Monthly,Professional,analytics
"UOB PLAZA, 80 RAFFLES PLACE 048624",A*STAR RESEARCH ENTITIES,"Contract, Full Time",Sciences / Laboratory / R&D,Research Engineer (ASL) /  I2R (A*STAR),"Requirements Minimum Bachelor degree in Computer Science, Information Technology or related fields  Entry Level candidate may apply   Proficiency in at least one programming language (Python/C++/Java).   Experience with Deep Neural Network approaches and platforms (Tensorflow/Pytorch/CNTK)   Knowledge of Machine Learning and Natural Language Processing theory and applications   Familiar with and have experience in problems related to natural language understanding, task-oriented dialogue, chat-oriented dialogue, recommender engines and chatbots, as well as with state-of-the-art methods and approaches to tackle these problems and the available tools commonly used forimplementation purposes   Team spirit and problem solving ability   Excellent verbal and written communication skills   Good track of scientific publications in International journals and Peer review conferences   The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.","Roles & ResponsibilitiesAbout the Institute for Infocomm Research (I²R) The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg We are looking for a candidate who combines research and implementation skills, motivated by the transfer of natural language processing technologies into research projects and real world applications through the development of prototypes meant to solve real needs.  ","$2,500to$5,000",Monthly,Professional,analytics
,Company Undisclosed,Full Time,Banking and Finance,"Vice President, Data Management Office","Requirements Degree in analytical disciplines (e.g. mathematics, statistics, engineering or computer science) Minimum 4 years working experience in analytics preferably in banking industry Possess good understanding and experience with analytical frameworks and languages such as SQL, R, Python, Hadoop, SPARK and Hive Well-versed in data analytics concepts, technologies and applications Hands-on experience in implementing data analytics applications/solutions Project management experience in proposal development, project planning, progress tracking and stakeholder management Good written and verbal communication skills Innovative, agile and strategic thinking Consulting and product pre-sales experiences will be a plus ","Roles & ResponsibilitiesThe Data Management Office (DMO) is a business function that covers Enterprise Data Governance, Data Management, Big Data Analytics and Enterprise Data Strategy. It ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter, faster and more accurate decisions and to improve operational efficiency. The Big Data Analytics Group (BDAG) is a Centre of Excellence that leads the transformational build, use, and deployment of the banks next generation analytics capabilities across the organization. This exciting role will play a unique part in the strategic analytics team in BDAG to drive data analytics strategy, innovation and collaboration.","$8,000to$12,000",Monthly,Senior Management,analytics
,Company Undisclosed,Full Time,Banking and Finance,"Vice President, Data Management Office","Requirements Degree in analytical disciplines (e.g. mathematics, statistics, engineering or computer science) Minimum 4 years working experience in analytics preferably in banking industry Possess good understanding and experience with analytical frameworks and languages such as SQL, R, Python, Hadoop, SPARK and Hive Well-versed in data analytics concepts, technologies and applications Hands-on experience in implementing data analytics applications/solutions Project management experience in proposal development, project planning, progress tracking and stakeholder management Good written and verbal communication skills Innovative, agile and strategic thinking Consulting and product pre-sales experiences will be a plus ","Roles & ResponsibilitiesThe Data Management Office (DMO) is a business function that covers Enterprise Data Governance, Data Management, Big Data Analytics and Enterprise Data Strategy. It ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter, faster and more accurate decisions and to improve operational efficiency. The Big Data Analytics Group (BDAG) is a Centre of Excellence that leads the transformational build, use, and deployment of the banks next generation analytics capabilities across the organization. This exciting role will play a unique part in the strategic analytics team in BDAG to drive data analytics strategy, innovation and collaboration","$10,000to$14,000",Monthly,Senior Management,analytics
,Company Undisclosed,Full Time,Banking and Finance,"Assistant Vice President, Data Management Office","Requirements Degree in analytical disciplines (e.g. mathematics, statistics, engineering or computer science) Minimum 4 years working experience in analytics preferably in banking industry Possess good understanding and experience with analytical frameworks and languages such as SQL, R, Python, Hadoop, SPARK and Hive Well-versed in data analytics concepts, technologies and applications Hands-on experience in implementing data analytics applications/solutions Project management experience in proposal development, project planning, progress tracking and stakeholder management Good written and verbal communication skills Innovative, agile and strategic thinking Consulting and product pre-sales experiences will be a plus   ","Roles & ResponsibilitiesThe Data Management Office (DMO) is a business function that covers Enterprise Data Governance, Data Management, Big Data Analytics and Enterprise Data Strategy. It ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter, faster and more accurate decisions and to improve operational efficiency. The Big Data Analytics Group (BDAG) is a Centre of Excellence that leads the transformational build, use, and deployment of the banks next generation analytics capabilities across the organization. This exciting role will play a unique part in the strategic analytics team in BDAG to drive data analytics strategy, innovation and collaboration.","$5,000to$8,000",Monthly,Middle Management,analytics
,Company Undisclosed,Full Time,Banking and Finance,"Assistant Vice President, Data Management Office","Requirements Degree in analytical disciplines (e.g. mathematics, statistics, engineering or computer science) Minimum 4 years working experience in analytics preferably in banking industry Possess good understanding and experience with analytical frameworks and languages such as SQL, R, Python, Hadoop, SPARK and Hive Well-versed in data analytics concepts, technologies and applications Hands-on experience in implementing data analytics applications/solutions Project management experience in proposal development, project planning, progress tracking and stakeholder management Good written and verbal communication skills Innovative, agile and strategic thinking Consulting and product pre-sales experiences will be a plus   ","Roles & ResponsibilitiesThe Data Management Office (DMO) is a business function that covers Enterprise Data Governance, Data Management, Big Data Analytics and Enterprise Data Strategy. It ensures that UOB meets all data governance standards set by data regulators and optimize data management and usage to help UOB make smarter, faster and more accurate decisions and to improve operational efficiency. The Big Data Analytics Group (BDAG) is a Centre of Excellence that leads the transformational build, use, and deployment of the banks next generation analytics capabilities across the organization. This exciting role will play a unique part in the strategic analytics team in BDAG to drive data analytics strategy, innovation and collaboration.","$6,000to$9,000",Monthly,Middle Management,analytics
,Company Undisclosed,Contract,Banking and Finance,Assistant Vice President,"Requirements Good Bachelor Degree in Accountancy, Finance, Business or Banking from a recognized university about 5-10 years of experience Direct DCM experience from banks or corporates a plus Preferably with prior research experience and ability to handle complex database Top notch Microsoft PowerPoint and Excel, with skills in VBA a plus Possess strong analytical skills with ability to translate findings into powerpoint presentation Proactive, analytical, meticulous and detailed oriented, ability to multi-task and work in a fast paced environment Good team player with ability to work independently       ","Roles & ResponsibilitiesPrimary Responsibilities: Debt Capital Market (DCM)  Provide market study and recommendations on DCM products such as Medium Term Note (MTN) and Euro Commercial Paper (ECP), Exchangeable Bonds and Private Placements Track DCM related data, develop analytics and reporting capabilities Assist with regular reviews of DCM process and framework involving multi-functional internal/external stakeholders Track company liability position and develop necessary portfolio reporting Updating of DMC related documentation and support DCM transaction execution Interest Rates (IR)  Monitor global interest rates market and provide analytic support for interest rates analysis required in various DCM processes and decision making Provide in-house advisory on IR views Track IR markets to develop necessary portfolio analytics for new funding opportunities as well as management of outstanding MTN and ECP Secondary Responsibilities:  Assist with drafting standard operating process (SOP) for all DCM related processes Develop analytics on DCM banking relationship ","$4,500to$8,500",Monthly,Manager,analytics
,Company Undisclosed,Full Time,"Banking and Finance, Information Technology",Financial Engineer,"Requirements 2-5 years of working experience as a financial engineer, desk quant, strategist, structure or model validation quant in major banks, hedge funds, insurance, asset management, consulting firms or analytics firms. MSc or PhD (preferred) in Mathematics, Financial Engineering, Finance, Econometrics, Statistics, Computer Science, Physics, Actuarial Science or related field. Professional certifications a plus. Good knowledge and/or hands-on working experiences in derivative pricing models and instruments across interest rate, cross-currency, credit, inflation, equity, foreign exchange, commodity, insurance, and hybrid products. Good knowledge and/or hands-on working experiences in counterparty credit risk (such as AMC, CVA, DVA, BCVA, FVA, PFE, EPE, EEPE, incremental CVA, collateral, netting, CSA, CVA VaR, PD, EAD, credit models, Basel III, Economic Capital, CCAR …) and/or market risk (such as VaR methodologies (parametric, historical, and Monte Carlo), incremental VaR, marginal VaR, stressed VaR, backtesting, Basel II, scenario generation, PCA, Volatility forecasting…). Strong Derivatives pricing knowledge. Cross-asset or Economic Scenario Generation (real world and risk neutral) experience is a plus. Strong mathematical skills including stochastic calculus, numerical methods (Tree, PDE), Monte Carlo simulation, probability and statistics, linear algebra, time series analysis, or actuarial analysis; and financial modeling, or quantitative/engineering related research. Good hands-on experience with Excel and VBA, C++, C#, Java programming languages. Self-motivated and quick-learning professional able to address complex technical challenges, and produce high quality solutions in an efficient and timely manner. ","Roles & ResponsibilitiesFinancial Engineer will Work with the team on various key projects ranging from structuring, valuation, quantitative advisory services, counterparty risk, market risk, ESG, etc. Primary Responsibilities:  Structure real-world examples of trades and perform valuation and/or risk analytics tasks using Numerix CrossAsset library and other Numerix Products and tools. Work with the team on various key projects ranging from structuring, valuation, quantitative advisory services, counterparty risk, market risk, ESG, etc.. Write Requirements Definition (RD) and Product Specifications for Analytics and Risk across multiple asset classes such as IR/CC/INF/CR/EQ/FX/CMDT/HYBRID. Work as liaison between Customers and Internal Numerix teams (Sales, Business Analyst, PDM, Quantitative Research, Quantitative Development, Implementation, Support, Training, Documentation, QA…). Design and perform FE testing on models (calibration and pricing) and risks across multiple asset classes on various Numerix Products. Provide consulting and professional services for clients using Numerix products for integrated/independent pricing and risk analytics system. ","$5,000to$8,000",Monthly,Professional,analytics
,Company Undisclosed,"Permanent, Full Time",Information Technology,Data Scientist,"RequirementsKEY REQUIREMENTS:  MS or PhD in Computer Science, Computer Engineering or a related field with solid exposure to Machine Learning and/or Optimisation applications At least 5 years of experience of developing Machine Learning and Optimisation solutions and software applications in Utilities / Energy / Power Gen or related industries Hands-on knowledge of working with scalable platforms for processing large and/or complex multi-source data sets Good hands-on technical knowledge in Machine Learning technologies Working experience in implementing ML solutions using one/more techniques from Regression Modeling, Classification, Function Approximation, Optimisation, Deep Learning Ability to clearly communicate business benefits and recommendations based on the results of data analytics projects Ability to communicate analytics-based insights to business stakeholder is preferred Good experience in coaching and mentoring junior direct reports Team player with good interpersonal, communication, and problem solving skills ","Roles & ResponsibilitiesIN THIS POSITION YOU WILL:  Work closely with a world-class global engineering team, business leaders, and the richest data sets in industry to help solve real life problems Develop robust Analytics solutions using state-of-the art algorithms and platforms in Machine Learning and Optimisation, to generate insight and foresight about our business Work with Cloud based Big Data platforms and tools to design and deploy applications in collaboration with a global IT team Apply best practices to manage solution implementations including code design and reviews Experience the excitement of working on a variety of real-world business data challenges, with like-minded data enthusiasts both within the organisation and our external collaboration network, and the opportunity to make a positive impact on business through cutting-edge Analytics apps. Experience in analyzing different data types including but not limited to real-time sensor data, system logs, market data including commodities demand/supply, images and text Strong expertise in advanced statistical methods for data analysis / feature engineering / modeling / forecasting Conduct  testing / validation of Machine Learning models, model tuning and parameter optimisation Experience in implementing scalable solutions using R/Python/Scala/Spark/Hadoop on batch & real-time data and deploying on Cloud platforms using different PAAS services Demonstrable experience in delivering end-to-end data science projects collaborating directly with both technical and business stakeholders ",,,Professional,analytics
10A JIAK CHUAN ROAD 089264,Company Undisclosed,Full Time,Advertising / Media ,Social Media Analyst,"RequirementsAbout You This opportunity would suit someone knowledgeable and skilled in the social and analytical space, with strong spreadsheet skills and a love of data. SPSS, R, Python skills would be an added benefit but not a must. In order to enjoy working with us, you’ll need to be dynamic, open minded and interested in exploring new ways of using data to drive business value.   Having this knowledge and skills will help you succeed in this job:   Understanding that social media data is inherently messy and to a large extent irrelevant. Our job is to find what matters and we can learn from   Relevant skills in working with social listening tools (eg Crimson Hexagon, Sysomos) and developing clean syntaxes   An understanding of the best marketing analytics tools available for audience behaviour and campaign data   A passion for data-driven marketing, understanding the important role data plays in campaign strategy   Capable of visualising data, quickly producing charts and graphs that tell and story to our team and internal marketers   A strong understanding and knowledge of relevant social platforms and the data they provide   Proven ability to set campaign goals, KPIs and targets   The ability to turn data into tangible learnings and recommendations that can be applied across campaigns   The ability to stay motivated and positive in a fast-paced environment   Strong communication skills, being proactive, constant and insightful   Skilled in data management tools (Sheets, Slides, Data Studio)   A problem-solver, adept in facing challenges and creating solutions   Business and financial acumen is a benefit, but not required   3 years+ agency or in-house experience.  ","Roles & ResponsibilitiesWe’re looking for a Social Media Analyst to join us in creating engaging and cutting edge social strategies for consumer marketing for a leading tech brand. You will work across a number of different products and consumer apps in APAC to deliver methodological and intelligent insights from social data, helping us build campaigns across the business. Responsibilities of your role:   Setup, maintain and develop social listening databases across key markets and products for establishing relevant baselines   Lead campaign measurement reporting from Earned, Owned and Paid data for local market or product teams   Establish a consistent campaign measurement framework that can be scaled   Uncover data-based insights, drive experiments with marketing teams and iterate to find winning strategies in Social   Translate complex analytics to easy to understand and engaging recommendations for internal marketing teams   Lead the internal discussions on Social campaign measurement between marketing teams and supporting social media research agencies   Initiate experimental projects on your own for at least 10% of your working time      ","$5,000to$7,000",Monthly,Senior Executive,analytics
10A JIAK CHUAN ROAD 089264,Company Undisclosed,"Contract, Full Time",Advertising / Media ,Social Media Planner,"RequirementsSkills required: ● A strategic-thinker driven by results ● Strong ideation skills ● Excellent communication skills ● Excellent interpersonal skills - this is a client-facing role ● Ability to think creatively, plan and execute resourcefully, across multiple tasks and client account areas ● An unflappable personality and the ability to deliver results in a rapid and changing environment ● Being part of a hard-working, collaborative team - accountability and flexibility are a must as is an ability to hit the ground running ● An understanding of and interest in tech brands and a keen interest in tech products ● Knowledge of social media reporting platforms such as Crimson Hexagon and Sprinklr ● A social media fiend - you know what trends are big and when to engage them for campaigns ● Experience in social data and analytics ● Nice to have: Knowledge of the social media landscape in APAC","Roles & ResponsibilitiesWe’re looking for a strategic, data savvy individual with strong creativity, ideation and exceptional organisation to work across key product areas for a leading tech brand. You’ll be the strategic representative for the team at client meetings. You will have a good knowledge of data from which you will extract valuable insights that can provide a springboard to the creative process.  Responsibilities include but are not limited to: ● Client lead for key product areas, leading client briefings and workshops ● Create social media strategies designed to deliver market results ● Work cross-functionally with teams to drive engagement across social campaigns ● Manage stakeholders across campaigns and bring them on board with what social is ● Stay up to date with latest trends in social and feedback into the business ● Present strategy and ideas to senior stakeholders ● Social reporting and analytics ● Extract insights from measurement reports and develop into thought starters","$5,000to$9,000",Monthly,"Manager, Senior Executive",analytics
"WESTGATE TOWER, 1 GATEWAY DRIVE 608531",DAIMLER SOUTH EAST ASIA PTE. LTD.,Full Time,Information Technology,Assistant Manager - Business Consultant (Data Analytics),"Requirements• Bachelor’s Degree in Business or IT Qualification • 3+ years’ relevant experience, minimum 3 years of work experience • People Management knowledge; IT knowledge; Process knowledge • Highly motivated independent worker with minimum guidance required; • Readiness to travel; (20 % of travel) • Ability to work in an international and intercultural context • Excellent communication skills in both written and spoken. Multi-linguistic abilities would be an added advantage.","Roles & Responsibilities• Develop data analytics/ big data solutions for the region overseas in close alignment with headquarters and markets • Implementation and consultation with regional markets regarding data analytics/ big data solutions • Development of “Next best action / Offer” solutions with Headquarter and rollout to regional markets • Investigation and understanding data landscape for the respective markets • Define gaps, necessary actions and rollout plan • Derive a detailed cost estimation per market • Ensure that standardized solutions are delivered • Ensure consistency of the overall Overseas IT landscape • Conduct post-implementation assessment to ensure that required value was delivered   1. Business Engagement: - Align all stakeholders to ensure that business requirements are adequately gathered, defined, documented and communicated - Ensure that all requirements are considered within regional context - Conduct gap analysis for data analytics/ big data solutions - Engage on relevant “Next best action/ offer” solutions for the market   2. ITM Engagement: - Investigation and understanding data landscape for the respective markets - Develop and implement data analytics/ big data and “Next best action/ offer” solutions on a market level - Ensure alignment of the regional and market level IT digital strategy - Maximize synergies across the region and Daimler AG - Maintain constructive engagement with peers across markets, regional teams and headquarter   3. IT Service Delivery: - Develop, implement and manage effective operational processes with focus on customer service - Maintain management engagement with relevant market level suppliers   4. IT Solutions Delivery: - Ensure fulfilment of market- as well as regional business requirements (quality, time-line and budget) - Maximize synergies, leverage joint solutions and system integration for local stakeholders - Maximize use of Daimler AG standard solutions and / or solutions available in other markets - Conduct a post-implementation assessment to ensure that required value was delivered   5. Project Management: - Define and execute projects using Daimler methods, processes and tools in such a way that the result is achieved within the agreed time, budget and to the agreed quality with the appropriate contractual and risk management.  ","$6,000to$13,000",Monthly,Professional,analytics
