address,company,employment_type,industry,job,requirements,responsibilities,salary,salary_type,seniority,title
"ANSON CENTRE, 51 ANSON ROAD 079904",INTELLECT MINDS PTE. LTD.,Full Time,Information Technology,Data Engineer,"RequirementsQualifications • Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases. • Experience building and optimizing ‘big data’ data pipelines, architectures and data sets. • Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement. • Strong analytic skills related to working with unstructured datasets. • Build processes supporting data transformation, data structures, metadata, dependency and workload management. • A successful history of manipulating, processing and extracting value from large disconnected datasets. • Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores. • Experience supporting and working with cross-functional teams in a dynamic environment. • We are looking for a candidate with 5+ years of experience in a Data Engineer role, who has attained a Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field. They should also have experience using the following software/tools: • Experience with big data tools: Hadoop, Spark, Kafka, etc. • Experience with Google Cloud Platform esp. Google Pub-Sub, Big Query, Data Proc, Data Flow, Cloud Storage. • Experience with IoT & Time series data. • Experience with relational SQL and NoSQL databases, including Postgres and Cassandra. • Experience with stream-processing systems: Storm, Spark-Streaming, etc. • Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, etc. All successful candidates can expect a very competitive remuneration package and a comprehensive range of benefits. Interested Candidates please submit your detailed resume online. To your success! The Recruitment Team Intellect Minds Pte Ltd (Singapore)","Roles & ResponsibilitiesCompany Overview Intellect Minds is a Singapore-based company since 2008, specializing in talent acquisition, application development, and training. We serve BIG MNCs and well-known clients in talent acquisition, application development, and training needs for Singapore, Malaysia, Brunei, Vietnam and Thailand. Our client is an establish company a, leader within their industry, is now looking for a Data Engineer to join their esteemed organization. Job Descriptions: Responsibilities • Create and maintain optimal data pipeline architecture. • Assemble large, complex data sets that meet functional / non-functional business requirements. • Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL, Cassandra, Hadoop and other Big Data Technologies. • Build data pipeline on premise and on Google Cloud Platform. • Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics. • Work with stakeholders including the Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs. • Work with data and analytics experts to strive for greater functionality in our data systems.","$5,000to$7,000",Monthly,Executive,data engineer
"AIA TOWER, 1 ROBINSON ROAD 048542",AIA SINGAPORE PRIVATE LIMITED,Full Time,Information Technology,Data Engineer,"Requirements A background in Computer Science, Engineering, Mathematics or Statistics. 1 to 2 years of experience building complex data pipelines for data integration from enterprise wide applications/systems into centralised big data lakes/warehouses Open to fresh graduates who possess strong programming skill in java / python, SQL and Shell scripting ","Roles & Responsibilities You will be designing, developing and testing ETL Mappings, Mapplets, Workflows and Worklets You will be developing data pipelines to extract, transform and aggregate data that can scale to petabytes, elastically, with low latency and high availability. ","$3,000to$6,000",Monthly,Executive,data engineer
"VISION EXCHANGE, 2 VENTURE DRIVE 608526",SILOT PTE. LTD.,Full Time,Sciences / Laboratory / R&D,Data Platform Engineer,"RequirementsSkills & Qualifications   Requirements:  Excellent computer science knowledge Working experience in designing and building big data platforms (distributed filesystems, distributed databases, batch processing frameworks, stream processing frameworks, message queues, job scheduling) Expert knowledge of scalable architecture for real-time processing Experience ensuring data quality and compliance Experience with DevOps and continuous integration Experience in agile practices, test-driven development Fluent written and spoken English  Good to have:  Good documentation skills Experience in Fintech Experience with machine learning ","Roles & ResponsibilitiesRole   As data engineer at Silot, you design and implement distributed backend services that processes data in real-time, with focus on scalability, data quality and integration of machine learning.   You feel natural at extracting information out of heterogeneous data from many sources. You can plan, build and maintain distributed, service-oriented and event-driven data platform for real-time processing. You like delivering accurate data components that people rely on. You optimize architecture and processes for performance and stability.   To visualize what this position is like, think ""building systems,"" not ""processing data"" (even though your day will involve aspects of both).","$4,000to$7,000",Monthly,Professional,data engineer
90 EU TONG SEN STREET 059811,TITANSOFT PTE. LTD.,Permanent,Professional Services,Senior Data Engineer,"RequirementsWhat we are looking for in a Senior Data Engineer Qualifications  BA / BS in Computer Science, Electronics or Electrical Engineering, Information Technology or other relevant fields  Experience  3+ years of experience in Unix / Linux operation systems (e.g. file systems, inodes, system calls) or networking (e.g. TCP / IP, routing, network topologies and hardware, SND) 2+ years of hands-on experience in the data warehouse space, custom ETL design, implementation and maintenance 3+ years of hands-on experience in SQL or similar languages and development experience in at least one scripting language (Python preferred) Experience with large data sets, Hadoop, and data visualization tools  Skills  Strong data architecture, data modeling, schema design Effective project management skills in leading data driven projects from definition to interpretation and execution Ability to initiate and drive projects, and communicate data warehouse plans to internal clients / stakeholders  What makes a (Super!) Senior Data Engineer in Titansoft  Expertise in designing and analyzing large-scale distributed systems (e.g. Hadoop, Kafka, Hive) Systematic problem-solving approach Ability to debug and optimize code and automate routine tasks ","Roles & ResponsibilitiesIf you believe data makes the world go round, we believe we have found the one we are looking for. Our data and research team are the ultimate magicians of data. They throw data in the system, wave their hands around the keyboard, and pull out a never-ending stream of business value. Our team have opportunities to build efficient and reliable data pipelines that move data across systems. Our team are part mathematician, part computer scientist, and part interpreters- magicians of data. If you are interested to work some magic with our data, drop us an owl. What a Senior Data Engineer does in Titansoft  Partner with internal stakeholders to understand business requirements Work with cross-functional data and product teams to build efficient and scalable data solutions Design, build, optimize, launch and support new and existing data models in production Build scalable solutions of real-time data streaming and static analysis Setup network for deploy cluster and troubleshooting Write Linux script programming to assist in auto deploy and system health monitoring Design and build reliable Hadoop system ","$4,000to$8,000",Monthly,Executive,data engineer
137 TELOK AYER STREET 068602,WOODPECKER ASIA TECH PTE. LTD.,Permanent,Information Technology,Data Engineer,"RequirementsSkills:  2-3 years of working experience as a Data Engineering or as a developer Bachelor’s or Master’s degree in Computer Science Proficient in Java and in one of the scripting languages such as Python, JavaScript, Ruby or PHP Proficient with No-SQL databases like HBase or MongoDB Proficient in ETL processes and programming models on Apache Beam Proficient in cloud computing systems management services such as Stackdriver Familiar with cloud services such as MS Azure, Google Cloud Platform or AWS Familiarity with Machine Learning and Statistical techniques for data mining will be beneficial Familiarity with Google Analytics and Google Tag Manager will be an advantage Proficient in oral and written communication in English, as well as effective interpersonal skills ","Roles & ResponsibilitiesOur Data Engineer (in the analytics team) is the person responsible for enhancing our analytics and performance management framework. You’ll be building our data infrastructure - like databases and large-scale data processing tools -  on the Google Cloud Platform.  You’ll be a perfect fit in this role if you’re an eager learner, have prior experience in quantitative domains, and if you’re keen to be a team player in a dynamic start-up. You’ll get to:  Design, construct, install, test and maintain highly scalable data management systems Employ a variety scripting languages and tools to marry systems together Make sure our systems meet business requirements and industry practices Research opportunities for data acquisition and new uses for existing data Develop data set processes for data modelling, mining and production Integrate new data management technologies and software engineering tools into existing structures Create custom software components and analytics applications Install and update disaster recovery procedures Recommend ways to improve data reliability, efficiency and quality Collaborate with data architects, modelers and IT team members on project goals Build high-performance algorithms, prototypes, predictive models and proof of concepts ","$4,000to$8,000",Monthly,Professional,data engineer
90 EU TONG SEN STREET 059811,TITANSOFT PTE. LTD.,Permanent,Professional Services,Data Engineer,"RequirementsWhat we are looking for in a Data Engineer Qualifications BA/BS in Computer Science, Electronics or Electrical Engineering, Information Technology or other qualified achievement Experience Hands-on experience in SQL or similar languages and development experience in at least one scripting language (Python preferred) Understand data architecture, data modeling and schema design What makes a (Super!) Data Engineer in Titansoft Patience to clean up huge amounts of data Passion to research domain knowledge Experience with large data sets, Hadoop, and data visualisation tools Interest in cloud computing and service (GCP, AWS, Azure) Interest in AI/ Machine-Learning product","Roles & ResponsibilitiesIf you believe data makes the world go round, we believe we have found the one we are looking for. Our data and research team are the ultimate managers of data. Others see meaningless figures but they see value. Our team are part of mathematician, part of computer scientist, and part of interpreters. Of data. What a Data Engineer does in Titansoft Manage data warehouse with plans for a business vertical or a group of business verticals Generate and manage all allocated data sets including ensuring its quality based on requirements Work with our Data Infrastructure team to triage and resolve infrastructure issues Manage the delivery of high impact dashboards and data visualisation diagrams","$3,000to$8,000",Monthly,Executive,data engineer
"ROBINSON SQUARE, 144 ROBINSON ROAD 068908",BLUE STAR INFOSTACK SOLUTIONS PTE. LTD.,Contract,Information Technology,Data Engineer,"Requirements 6+ years Experience in ETL / BI Technologies Hands on experience of writing complex SQL queries Experience with Amazon Kinesis, Hadoop, DynamoDB, Hive, and/or Spark a plus Understanding of data warehousing & databases is critical Ability to incorporate a variety of data sources in an analysis (HDFS, file, database, JSON, HTML, etc) Experience with data visualization tools (Tableau) Experience in requirement analysis, system design, development and testing Able to perform independent code reviews and execute unit tests on modules developed by self & other junior team members on the project. Expertise in coding, system testing, implementation and maintenance, performance tuning, go-live support and post-production support. Ensure the data is secure by creating and updating profiles, rules and Business reports timely. Strong communication and collaboration skills to understand customer needs and deliver solutions in alignment with business needs   ","Roles & ResponsibilitiesData Engineer  – Location Singapore    6+ years Experience in ETL / BI Technologies Hands on experience of writing complex SQL queries Experience with Amazon Kinesis, Hadoop, DynamoDB, Hive, and/or Spark a plus Understanding of data warehousing & databases is critical Ability to incorporate a variety of data sources in an analysis (HDFS, file, database, JSON, HTML, etc) Experience with data visualization tools (Tableau) Experience in requirement analysis, system design, development and testing Able to perform independent code reviews and execute unit tests on modules developed by self & other junior team members on the project. Expertise in coding, system testing, implementation and maintenance, performance tuning, go-live support and post-production support. Ensure the data is secure by creating and updating profiles, rules and Business reports timely. Strong communication and collaboration skills to understand customer needs and deliver solutions in alignment with business needs   ","$3,500to$6,000",Monthly,Executive,data engineer
"SINGAPORE LAND TOWER, 50 RAFFLES PLACE 048623",CIMB BANK BERHAD,Permanent,Information Technology,"Manager (Data Engineer), Decision Science, Credit Cards & Personal Financing","Requirements Bachelor Degree / Diploma in Computer Science, Information System or related studies. Minimum 5 years of experience in a data processing role. Consistent track record of designing and implementing scalable, performant data pipelines, data services, and data products. Proven ability to work well independently and within a fast-paced, collaborative environment. Excellent debugging, critical thinking and communication skills. Programming experience in building high quality data applications. Skills such as Java, Python or ASP.NET are preferred. Proficient in SAS, MS Excel and SQL Programming. Strong aptitude for learning new technologies related to Data Management and Data Science.  Please send detailed resume, including salary expectation and contact number to sg.enquiries@cimb.com. We regret that only shortlisted candidates will be notified.","Roles & Responsibilities Design, implement, and optimize the data pipelines from various channels using the latest technologies. Deploy dimensional data model to support functional and analytical business requirements. Partner with data analysts, business subject-matter experts and cross-functional technology teams to deliver end-to-end analytics solutions. Determine reporting needs to be integrated with business intelligence visualization tools and manage reports distribution via content management tools. Research, evaluate, and recommend technical solutions for data collection, processing, and reporting. Data cleansing, scraping unstructured data and converting them into structured/usable data. ","$5,000to$6,000",Monthly,Manager,data engineer
"ROBINSON SQUARE, 144 ROBINSON ROAD 068908",INFOGAIN PTE. LTD.,Contract,Information Technology,Data Engineer,"Requirements  – Location Singapore    6+ years Experience in ETL / BI Technologies Hands on experience of writing complex SQL queries Experience with Amazon Kinesis, Hadoop, DynamoDB, Hive, and/or Spark a plus Understanding of data warehousing & databases is critical Ability to incorporate a variety of data sources in an analysis (HDFS, file, database, JSON, HTML, etc) Experience with data visualization tools (Tableau) Experience in requirement analysis, system design, development and testing Able to perform independent code reviews and execute unit tests on modules developed by self & other junior team members on the project. Expertise in coding, system testing, implementation and maintenance, performance tuning, go-live support and post-production support. Ensure the data is secure by creating and updating profiles, rules and Business reports timely. Strong communication and collaboration skills to understand customer needs and deliver solutions in alignment with business needs  ","Roles & ResponsibilitiesData Engineer  – Location Singapore  6+ years Experience in ETL / BI Technologies Hands on experience of writing complex SQL queries Experience with Amazon Kinesis, Hadoop, DynamoDB, Hive, and/or Spark a plus Understanding of data warehousing & databases is critical Ability to incorporate a variety of data sources in an analysis (HDFS, file, database, JSON, HTML, etc) Experience with data visualization tools (Tableau) Experience in requirement analysis, system design, development and testing Able to perform independent code reviews and execute unit tests on modules developed by self & other junior team members on the project. Expertise in coding, system testing, implementation and maintenance, performance tuning, go-live support and post-production support. Ensure the data is secure by creating and updating profiles, rules and Business reports timely. Strong communication and collaboration skills to understand customer needs and deliver solutions in alignment with business needs   ","$3,500to$6,000",Monthly,Executive,data engineer
"COMCENTRE, 31 EXETER ROAD 239732",DATASPARK PTE. LTD.,Permanent,Information Technology,Data Engineer,"RequirementsRequirements  7+ years of superior software development experience building commercial large-scale software systems and database systems Excellence in algorithms, data structure, discrete math, data base and data warehousing Expert knowledge in data management technologies and software engineering tools to efficiently process large volume of data Demonstrated clear and thorough logical and analytical thinking, as well as problem solving skills Experience of data warehouses in excess of 10TB Experience of Web UI, middle tier, and data back end development Production coding experience in choice of programming languages and development frameworks Proven professional experience in processing large-scale commercial data. Experience with telco data a plus. Superior and proactive communications skills, including verbal, written, and presentation. A proven team player and contributor. Self-directed, ability to work independently and research innovative solutions to business problems Aptitude of working on multiple projects in parallel Attention to details and data accuracy MS or BS degree in Computer Science/Engineering, Statistics, Mathematics, or equivalent is required for this position. ","Roles & ResponsibilitiesResponsibilities  design and implement scalable and robust software platform for ingesting and transforming telco network datasets in (near) real-time using a variety of open-source and proprietary Big Data technologies recommend and implement ways to improve data reliability, efficiency and quality collaborate with product management, sales and marketing, and solution delivery teams to support the objectives that customer requirements are well managed and reflected in product releases support the deployment of DataSpark software within clients' IT environment working closely with stakeholders to ensure high standards of data governance during implementation serve as technical subject matter expert in latest big data technologies ","$3,500to$10,000",Monthly,"Executive, Senior Executive",data engineer
"COMCENTRE, 31 EXETER ROAD 239732",DATASPARK PTE. LTD.,Permanent,Information Technology,Lead Data Engineer,"RequirementsRequirements  10+ years of superior software development experience building commercial large-scale software systems and database systems Excellence in algorithms, data structure, discrete math, data base and data warehousing Expert knowledge in data management technologies and software engineering tools to efficiently process large volume of data Demonstrated clear and thorough logical and analytical thinking, as well as problem solving skills Experience of data warehouses in excess of 10TB Experience of Web UI, middle tier, and data back end development Production coding experience in choice of programming languages and development frameworks Proven professional experience in processing large-scale commercial data. Experience with telco data a plus. Superior and proactive communications skills, including verbal, written, and presentation. A proven team player and contributor. Self-directed, ability to work independently and research innovative solutions to business problems Aptitude of working on multiple projects in parallel Attention to details and data accuracy MS or BS degree in Computer Science/Engineering, Statistics, Mathematics, or equivalent is required for this position. ","Roles & ResponsibilitiesResponsibilities  design and implement scalable and robust software platform for ingesting and transforming telco network datasets in (near) real-time using a variety of open-source and proprietary Big Data technologies recommend and implement ways to improve data reliability, efficiency and quality collaborate with product management, sales and marketing, and solution delivery teams to support the objectives that customer requirements are well managed and reflected in product releases support the deployment of DataSpark software within clients' IT environment working closely with stakeholders to ensure high standards of data governance during implementation serve as technical subject matter expert in latest big data technologies ","$3,500to$10,000",Monthly,"Executive, Senior Executive",data engineer
"COMCENTRE, 31 EXETER ROAD 239732",DATASPARK PTE. LTD.,Permanent,Information Technology,Senior Data Engineer,"RequirementsRequirements  7+ years of superior software development experience building commercial large-scale software systems and database systems Excellence in algorithms, data structure, discrete math, data base and data warehousing Expert knowledge in data management technologies and software engineering tools to efficiently process large volume of data Demonstrated clear and thorough logical and analytical thinking, as well as problem solving skills Experience of data warehouses in excess of 10TB Experience of Web UI, middle tier, and data back end development Production coding experience in choice of programming languages and development frameworks Proven professional experience in processing large-scale commercial data. Experience with telco data a plus. Superior and proactive communications skills, including verbal, written, and presentation. A proven team player and contributor. Self-directed, ability to work independently and research innovative solutions to business problems Aptitude of working on multiple projects in parallel Attention to details and data accuracy MS or BS degree in Computer Science/Engineering, Statistics, Mathematics, or equivalent is required for this position. ","Roles & ResponsibilitiesResponsibilities  design and implement scalable and robust software platform for ingesting and transforming telco network datasets in (near) real-time using a variety of open-source and proprietary Big Data technologies recommend and implement ways to improve data reliability, efficiency and quality collaborate with product management, sales and marketing, and solution delivery teams to support the objectives that customer requirements are well managed and reflected in product releases support the deployment of DataSpark software within clients' IT environment working closely with stakeholders to ensure high standards of data governance during implementation serve as technical subject matter expert in latest big data technologies ","$3,500to$9,000",Monthly,"Executive, Senior Executive",data engineer
,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,Permanent,Information Technology,Data Quality Engineer,"Requirements   Must know JAVA8 and SPARK Experience in distributed data architecture Have working knowledge of SQL, Python, Airflow Scala, Hadoop, SPARK Good to know CI/CD Experience (Jenkins Github), AWS, Kubernetes, Docker Preferred to have banking domain experience ",Roles & Responsibilities Evaluate and recommend solutions via data analysis regarding issues related to the improvement of product qua;oty and resolving of customer feedback Apply software and programming abilities to manage and analyse data from a variety of sources ,"$6,000to$7,800",Monthly,Senior Executive,data engineer
,A*STAR RESEARCH ENTITIES,"Contract, Full Time",Sciences / Laboratory / R&D,"Research Engineer (Big Urban Data), IHPC","Requirements Master/Bachelor Degree in mathematics, engineering and electronics Good programming experiences and capabilities in python, c sharp, R and Java Experience in data analysis, parallel computing, optimization, agent-based simulation, and/or visualization is an added advantage ",Roles & ResponsibilitiesHe/She will mainly work on data preprocessing and preliminary analysis for dengue risk modeling research in this project. He/She will also be responsible for database construction and maintenance in this project and assist research scientist to fulfil the research tasks and deliverables.,"$2,500to$5,000",Monthly,Non-executive,data engineer
,Company Undisclosed,"Contract, Full Time",Information Technology,Data Security Engineer (Ref 22641),"Requirements- Degree in Information System or Computer Science related  - Must have knowledge in Protegrity and/or Blue Talon software  - 3 to 4 years of experience in banking environment  - Preferably trained in Agile methodology  - Proficient in Jira  - 3+ years of hands on experience in distributed data architectures is a must - 3+ years of Core Java or Scala or Python is a must  - Working knowledge of Apache Spark is a must  - CI/CD experience (Jenkins, Github) is a must  - Working knowledge of Bash scripts is a must  - AWS experience is nice to have  - Kubernetes or Docker experience is nice to have - Strong communication skills  - Previous work experience in Big Data environment is a plus - Understand Agile and full data warehouse flow - Understand database languages for analysing data out of data warehouse   Licence No: 12C6060","Roles & Responsibilities- Integration experience with backend product and booking engines - Creating complex applications, transforming user experience and enterprise - Working with some of the latest tools and techniques  - Hands-on coding, initially solely responsible developing services that construct applications front to back ie from UX to data acquisition and repositories  - Working in highly collaborative teams and building quality code - Working with senior business and technical colleagues to rapidly deliver solutions - Collaborating with and working under the direction of senior technical colleagues - Contributing to the technical design and architecture, particularly in service / microservice decomposition  - Knowledge in lots of different domains, programming languages and client environments - Furnish the business domain deeply and working closely with business stakeholders","$3,000to$6,000",Monthly,Executive,data engineer
"WESTGATE TOWER, 1 GATEWAY DRIVE 608531",DAIMLER SOUTH EAST ASIA PTE. LTD.,Full Time,Information Technology,Assistant Manager - Data Engineer,"Requirements• Bachelor’s Degree in Business or IT Qualification • 2+ years’ relevant experience, minimum 5 years of working experience • Specific knowledge: People Management knowledge; IT knowledge; Process knowledge       • Experience with Azure Data Lake, Azure Data Lake Analytics, Azure Data factory, HDInsights. • Experience with design and implementation of HDInsights with Spark, Kafka clusters. • Experience with SQL Server Integration Services, Reporting Services and Analytic Services. • Familiar with Microsoft Azure data storage, ingestion, computation services & APIs. • Understands the common data movement architectures (like ETL, ELT, etc.) • Strong experience with Metadata Management, establish sourcing and access patterns for enterprise reference data. • Experience with data extraction and manipulation, and ad-hoc query tools • Highly motivated independent worker with minimum guidance required; • Readiness to travel; (20% of travel) • Ability to work in an international and intercultural context • Excellent communication skills in both written and spoken. Multi-linguistic abilities would be an added advantage.","Roles & Responsibilities• Responsible for managing data sources, Data Ingest and Data Preparation processes including Metadata Management • Responsible for design of data models and to ensure they are in alignment with headquarter and global data models and scalable to other regions • Participate in Data Requirements Gathering and Analysis meetings with Team Members, Internal Customers, and Stakeholders. • Develop, maintain, test, and troubleshoot data solutions, including Database Development, ETL / Data Migration Development, and Big Data Development.   1. IT Solutions Delivery • Analyse complex, high-volume, high-dimensionality data from varying sources using a variety of ETL and data analysis techniques. • Responsible for managing data sources, Data Ingest and Data Preparation processes including Metadata Management • Responsible for design of data models and to ensure they are in alignment with headquarter and global data models and scalable to other regions • Participate in Data Requirements Gathering and Analysis meetings with Team Members, Internal Customers, and Stakeholders. • Develop, maintain, test, and troubleshoot data solutions, including Database Development, ETL / Data Migration Development, and Big Data Development. • Understanding and support of Regional overseas Data Lake and analytics engine and platform • Assist with enabling “Next best action / Offer and data insights” solutions that are scalable and transferable for regional markets • Investigation and understanding data landscape for the respective markets • Ability to recognize/analyse highly complex processes, interdependencies and gaps and to develop new approaches to solutions • Supports and troubleshoots the data movement processes and the data warehouse environment • Promote synergies and reuse within and across projects and platforms in order to maximize rapid yet responsible delivery   2. IT Strategy and Strategic Supplier Management (SSM) • Support in lean implementation and managing run costs downwards. • Support in sourcing and supplier management, liaise with ITx on SSM • Sharing and collaboration of solution across all regions • Ensure that standardized solutions are delivered • Ensure consistency of the overall Overseas IT landscape • Conduct post-implementation assessment to ensure that required value was delivered   3. Coordination & Communication • Management reporting and provide training on the platform architecture and strategy topics • Build-up and strengthen relationship with all stakeholders in the region, headquarter and the markets to effectively perform the necessary tasks within the function • Ability to explain complex processes clearly and precisely to different target groups and to explain the specific benefits of solution approaches  ","$6,000to$13,000",Monthly,Professional,data engineer
"NEXUS @ONE-NORTH, 1 FUSIONOPOLIS LINK 138542",FOX NETWORKS GROUP SINGAPORE  PTE. LTD.,Permanent,Information Technology,"Data, Analytics & Marketing Technology Engineer","RequirementsMust-haves  Minimum 3 years working knowledge with any scripting language (i.e. Javascript/Node, Python, Go) Minimum 3 years working knowledge of any RDS such as PostgreSQL, MySQL. Understands various network transport protocols, and data file formats. Experience with implementing Client SDKs in a mobile environment. Experience with Implementing Database infrastructures in AWS using RDS, elasticache, redshift, and aurora. Proficient understanding of distributed computing principles Experience with the Implementation & Management of Amazon Redshift Working knowledge of ETL in a Data Warehousing Context Experience with the concept of analytics aggregation, or operation of tools such as Segment.com Experience with at least one of these tools: PowerBI, Tableau, Google Analytics, or New Relic Insights. Experience with the implementation & Management of Marketing platforms, e.g. Braze, Adobe, Oracle    Ideal & Preferred  Certification in any enterprise RDS programmes. Experience with NoSQL databases such as HBase, Cassandra, or MongoDB Working knowledge of AWS Lambda. Proficiency with Implementing and Maintaining Hadoop v2, MapReduce, or HDFS Experience in Spark, Pig, Hive, or Impala Experience with various messaging systems, such as Kafka or RabbitMQ Experience with building stream-processing systems, using solutions such as Storm or Spark-Streaming Experience with Big Data ML toolkits, such as Mahout, SparkML, or H2O Experience with Cloudera/MapR/Hortonworks ","Roles & ResponsibilitiesThe Role: We are looking for a DevOps Engineer (Data, Analytics & Marketing Technology) that will work on the integration & improvement of our Analytics, Business Intelligence, and Customer Marketing platforms. The primary focus will be on choosing optimal solutions to use for these purposes, then maintaining, implementing, and monitoring them. You will also be responsible for integrating them with the architecture used across the company.   Reporting To:  Head of Product, FOX+ (Asia)   Key Responsibilities:   Selecting and integrating any Big Data tools and frameworks required to provide requested capabilities Working with the Business Intelligence team to develop & maintain solutions for data consolidation, surfacing, and visualisation of Analytics & Data Translating business requirements from Marketing, Content, Product & Business Intelligence teams into technical specifications for implementation by relevant engineering teams Managing implementation & integration of analysis & visualisation tools Owning the technical definition & best practice for Analytics & tracking implementation into a suite of applications incl. Mobile, web & leanback. Implementing ETL process Monitoring performance and advising any necessary infrastructure changes Defining data retention policies   ",,,Manager,data engineer
,Company Undisclosed,Full Time,"Engineering, Information Technology, Repair and Maintenance, Telecommunications",Data Center Engineer,Requirements    at least diploma with min. 2years experience in Data Center  3 rotating shifts ,"Roles & Responsibilities knowledge/familiar in Network device/cabling /server/cabinet/rackesponsible for designing, setting up, and managing information/network systems monitoring systems operations and administering IT solutions to ensure servers, hard drives, and other data center equipment function efficiently. carry out performance-tuning operations on data center storage systems to ensure high level of data quality, availability, and security. ","$3,000to$4,500",Monthly,"Middle Management, Fresh/entry level",data engineer
"AXA TOWER, 8 SHENTON WAY 068811",LAZADA SOUTH EAST ASIA PTE. LTD.,Permanent,Information Technology,"Manager, Data Engineer",Requirements Bachelor’s Degree in Computer Science/Information Engineering or relevant technical field experience Minimum of 3 years of related professional work experience A great communicator Love code and open to learn new technologies Understand how Big Data databases works and how to get the information from it in a efficient way A decision maker. You will work in a environment with many stakeholders and you will have to understand and make decision in based of tradeoffs  ,Roles & ResponsibilitiesWe are looking for a Data Engineer that will be responsible to gather public information from the different players in the e-Commerce industry and consolidate them into a dashboard to get insights. You will be conducting strategic analysis to improve the products that are promoted on Lazada. What you will do:  You will work with Big Data information - structuring different inputs into a dashboard that is understandable for local category teams to action on You will work with APIs and bots technology You will be the middleman between Business requirements and implementation You will improve the Lazada platform to get information from different websites and social networks ,"$5,000to$8,000",Monthly,Manager,data engineer
"AIRLINE HOUSE, 25 AIRLINE ROAD 819829",SINGAPORE AIRLINES LIMITED,Permanent,Information Technology,Data Sciences & Analytics Engineer,"Requirements BS in Computer Science, Mathematics, Statistics, Physics or related discipline is required. Advanced degree related to analytics, machine learning or AI is preferred. Intermediate or advanced programming skills in Python. Conversant with algorithm design, data structure and SQL. Functional/object-oriented software development experience using Java or Scala is a plus. At least 2 years of relevant industry experience in two or more of the following areas: 	 Hands-on skills in shallow machine learning, AI, or information retrieval. Experience in GPU-accelerated deep learning frameworks (such as Keras, TensorFlow, PyTorch) is a plus. Knowledge and working experience in workflow, map-reduce or stream processing systems such as Spark and Kafka. Knowledge in statistics, especially Bayesian statistics and inference. Knowledge and working experience with data visualization tools like Tableau, PowerBI and Qlik.   Experience with Agile/Scrum/Kanban methodologies is a plus. Hands-on experience with AWS, GCP or similar public cloud environment is a plus. Excellent interpersonal & communication skills to work with non-technical business users. Proven ability as a problem-solver.  ","Roles & ResponsibilitiesSIA has multiple positions for junior and senior data scientists to drive our business analytics, data science and AI initiatives. Responsibilities include the following:  Member of an in-house data analytics and AI development team that works on machine learning (including NLP, image recognition, recommender system, deep learning), experimental design, and optimization. Oversee the technical work and provide datasets to external technology partners to deliver products/services in data analytics, data science and AI. Support business users in the assessment/validation of partner-supplied prediction models and in their deployment to production. Help business units create Tableau dashboards with relevant datasets. Extract insights through data visualization. Work closely with application development teams to operationalize and integrate analytics/machine learning capabilities into production systems using RESTful-API microservices. ","$4,000to$8,000",Monthly,"Professional, Executive",data engineer
